subscriptionYear,country,institution,agreementType,validity,state,dreLink,subscriptionLevel,agreementLink,languages,Props,internationalLink
2023,Estados Unidos,Institute for Advanced Study - Princeton,Cooperación académica,febrero - 2024,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/Acuerdo050_2023F.pdf,Facultad de Ciencias Humanas,,Español inglés,"Investigación interdisciplinaria
Enfoque en humanidades y ciencias sociales
Fuerte orientación internacional
Programas de investigación avanzados
Promoción de la igualdad y diversidad
Colaboraciones académicas globales
Innovación en ciencias naturales y vida
Participación activa en el debate público
Desarrollo de políticas públicas y sociales",
2023,Turquía,Hacettepe Üniversitesi,Marco,febrero - 2026,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/AcuerdoHacettepeUUNal2023.pdf,Universidad Nacional de Colombia,,Turco,"Investigación en ingeniería y tecnología
Innovación en ciencias aplicadas
Colaboraciones con la industria
Fuerte orientación internacional
Interdisciplinariedad en proyectos académicos
Desarrollo de tecnologías emergentes
Enfoque en sostenibilidad
Programas de investigación avanzados
Integración con la comunidad empresarial y tecnológica",https://www.hacettepe.edu.tr/international
2023,Colombia,Corporación Viva la Ciudadanía,Marco+Prácticas y Pasantías,febrero - 2028,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/FIRMADO_FINAL_Acuerdo_de_colaboracion_Nacional_VLC_con_fecha.pdf,Facultad de Ciencias Humanas,,Español,"Investigación interdisciplinaria
Innovación en ciencias naturales y tecnología
Enfoque en ingeniería y ciencias aplicadas
Colaboraciones internacionales
Fuerte componente práctico en la educación
Desarrollo en áreas como salud, materiales y energía
Participación en proyectos de investigación aplicada
Promoción de la transferencia de tecnología
Conexión con la industria y empresas locales",
2023,Turquía,Haliç University,Marco+Intercambio,junio - 2028,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/Convenio143ESPENG.pdf,Universidad Nacional de Colombia,,Turco,"Investigación en ciencias naturales y sociales
Fuerte orientación en matemáticas y física
Interdisciplinariedad en estudios académicos
Colaboraciones internacionales
Innovación en biología y química
Desarrollo en humanidades y ciencias sociales
Fomento de la investigación básica y aplicada
Integración con la comunidad científica global
Programas de educación avanzada y postgrado",https://international.halic.edu.tr/
2022,Francia,UNESCO,Cooperación Académica,noviembre - 2023,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/Convenio53_01.pdf,Universidad Nacional de Colombia,,Francés,"Enfoque en ciencias aplicadas y tecnología
Innovación en diseño y ingeniería
Programas de formación dual
Colaboraciones con la industria
Orientación práctica en la educación
Investigación aplicada en áreas tecnológicas
Desarrollo en gestión de tecnología e innovación
Participación en proyectos sostenibles
Fomento del espíritu emprendedor",
2022,Turquía,Turkish Maarif Foundation,Cooperación Académica,abril - 2027,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/Acuerdo_de_Cooperacion_entre_la_Turkish_Maarif_Foundation_y_la_Universidad_Nacional_de_Colombia_compressed.pdf,Universidad Nacional de Colombia,,Turco,"Investigación en ciencias vitivinícolas y horticultura
Innovación en tecnología agrícola y ambiental
Enfoque en sostenibilidad y gestión de recursos
Colaboraciones con la industria agrícola y vitivinícola
Desarrollo de técnicas y tecnologías en cultivo
Orientación práctica en la formación
Fomento del espíritu emprendedor en el sector agrícola
Participación en proyectos internacionales
Interdisciplinariedad en estudios agrícolas y ambientales",
2022,Italia,Universita Iuav di Venezia,Marco+Intercambio,marzo - 2027,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/ConvenioFirmado269_1__01.pdf,Universidad Nacional de Colombia,,Italiano,"Investigación interdisciplinaria en humanidades y ciencias sociales
Fuerte enfoque en ciencias naturales
Promoción de la igualdad y diversidad
Colaboraciones académicas internacionales
Innovación en educación y políticas públicas
Desarrollo en áreas de filosofía, historia y literatura
Participación activa en el debate académico y social
Enfoque en la investigación básica y aplicada
Integración con la comunidad científica y cultural global",https://www.iuav.it/INTERNATIO/
2022,India,Manav Rachna University,Marco+Intercambio,marzo - 2027,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/CF_5A_PA_Mavav_Rachna_UNAL.pdf,Universidad Nacional de Colombia,,Inglés,"Investigación en ciencias naturales y sociales
Enfoque en ciencias de la vida y medicina
Innovación en tecnología de materiales y química
Colaboraciones internacionales
Fuerte componente práctico en la formación
Desarrollo en áreas de agricultura y nutrición
Participación en proyectos de investigación aplicada
Interdisciplinariedad en estudios académicos
Promoción de la transferencia de tecnología y conocimiento",https://manavrachna.edu.in/international-education-cell/
2022,Mexico,Universidad Juarez del Estado de Durango,Marco+Intercambio,febrero - 2027,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/Convenio_firmado_por_las_dos_partes_18_05_2022.pdf,Universidad Nacional de Colombia,,Español,"Enfoque en ciencias sociales y humanidades
Orientación en educación y trabajo social
Fomento de la ética y la responsabilidad social
Investigación aplicada en áreas de bienestar y cuidado
Programas de formación práctica y profesional
Colaboraciones con organizaciones sociales y comunitarias
Desarrollo en servicios sociales y salud
Participación en proyectos de impacto social
Promoción de valores católicos y formación integral",https://www.ujed.mx/
2022,Alemania,Universitat Stuttgart,Marco+Intercambio,febrero - 2027,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/ConvenioFirmado124A.pdf,Universidad Nacional de Colombia,,Inglés alemán,"Investigación en desarrollo urbano y regional
Innovación en planificación espacial y territorial
Enfoque en sostenibilidad y medio ambiente
Colaboraciones con instituciones académicas y gubernamentales
Desarrollo de políticas urbanísticas y regionales
Aplicación de tecnologías avanzadas en planificación
Proyectos interdisciplinarios en desarrollo urbano
Participación en estudios sobre impacto ambiental
Fomento de prácticas sostenibles en el diseño urbano",https://www.uni-stuttgart.de/en/university/international/service/
2022,India,Vellore institute of Technology ,Marco+Intercambio,febrero - 2027,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/ConvenioFirmado034.pdf,Universidad Nacional de Colombia,,Inglés,"Enfoque en ciencias aplicadas e ingeniería
Innovación en tecnología y gestión
Colaboraciones con la industria
Programas de formación práctica y dual
Investigación aplicada en áreas tecnológicas
Desarrollo sostenible y soluciones tecnológicas avanzadas
Fomento del espíritu emprendedor
Participación en proyectos internacionales
Enfoque en la conexión con la comunidad empresarial local
Participación en actividades culturales y eventos locales
Fomento de la expresión artística y creatividad en el diseño y tecnología
Colaboración con instituciones culturales para proyectos interdisciplinarios
Educación integral que incorpora aspectos culturales y sociales
Desarrollo de proyectos comunitarios en colaboración con organizaciones locales",https://vit.ac.in/InternationalRelations
2022,Brasil,Universidade Federal de Pernambuco (UFPE),Intercambio academico,febrero - 2027,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/Convenio_entre_la_UN_y_la_Universidad_Federal_de_Pernambuco.pdf,Universidad Nacional de Colombia,,Portugués,"Investigación en biodiversidad y ciencias naturales
Innovación en ecología y ciencias ambientales
Colaboraciones internacionales en investigación
Desarrollo de proyectos científicos avanzados
Fomento de la educación científica y la divulgación
Participación en estudios sobre cambio climático y conservación
Colaboración con universidades y centros de investigación
Desarrollo de políticas de conservación y sostenibilidad
Iniciativas culturales relacionadas con la ciencia natural
Participación en exposiciones y eventos científicos
Fomento del interés por la ciencia en la comunidad local
Educación pública a través de museos y centros de visitantes
Desarrollo de proyectos educativos y de sensibilización sobre la biodiversidad",https://www.ufpe.br/dri
2022,Guayana Francesa,Universite de Guyane,Marco+Intercambio,enero - 2027,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/Firmado_5A_RA_Guyana.pdf,Universidad Nacional de Colombia,,Francés,"Investigación en horticultura y jardinería
Innovación en técnicas de cultivo y diseño de jardines
Colaboraciones con instituciones académicas y agrícolas
Desarrollo de prácticas sostenibles en jardinería
Programas de formación práctica y profesional
Participación en proyectos de investigación aplicada
Fomento del espíritu emprendedor en el sector hortícola
Educación y capacitación en técnicas avanzadas de jardinería
Colaboración con comunidades locales para proyectos de jardinería comunitaria
Desarrollo de iniciativas culturales relacionadas con el diseño de jardines
Participación en eventos y exposiciones de jardinería
Fomento de la creatividad y el arte en el diseño de espacios verdes
Promoción de prácticas de jardinería sostenible y conservación del medio ambiente",https://www.univ-guyane.fr/international/venir-a-ug/
2022,Mexico,"Centro de Investigacion Cientifica de Yucatan Asociacion Civil ""CICY""",Cooperación Académica,enero - 2027,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/ConvenioFirmado127.pdf,Universidad Nacional de Colombia,,Español,"Investigación en ingeniería y tecnología
Innovación en ciencias aplicadas y tecnología avanzada
Colaboraciones con la industria y empresas
Fuerte orientación internacional
Interdisciplinariedad en proyectos académicos
Desarrollo de tecnologías emergentes
Enfoque en sostenibilidad y medio ambiente
Programas de investigación avanzados
Integración con la comunidad empresarial y tecnológica
Participación en actividades culturales y eventos locales
Fomento de la expresión artística en proyectos interdisciplinarios
Colaboración con instituciones culturales para proyectos educativos
Educación integral que incorpora aspectos culturales y sociales
Desarrollo de proyectos comunitarios en colaboración con organizaciones locales",
2023,Colombia,Yanhaas S.A.,Prácticas y Pasantías,marzo - 2028,Vigente,https://drive.google.com/file/d/11SkTl1vI06qnw6LKMT_GFZOxrwU7Ps_Z/view?usp=sharing,Facultad de Ciencias Humanas,,Español,"Investigación en ingeniería y tecnología avanzada
Innovación en ciencias aplicadas y tecnología
Colaboraciones con la industria y empresas
Fuerte orientación internacional
Interdisciplinariedad en proyectos académicos
Desarrollo de tecnologías emergentes
Enfoque en sostenibilidad y medio ambiente
Programas de investigación avanzados
Integración con la comunidad empresarial y tecnológica
Participación en actividades culturales y eventos locales
Fomento de la expresión artística en el ámbito académico
Colaboración con instituciones culturales para proyectos educativos y de investigación
Educación integral que incluye aspectos culturales y sociales
Desarrollo de proyectos comunitarios y participación en iniciativas locales",
2023,Colombia,Consultoría para los Derechos Humanos y el Desplazamiento - CODHES,Prácticas y Pasantías,marzo - 2028,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/Convenio140Firmado.pdf,Facultad de Ciencias Humanas,,Español,"Investigación en ciencias sociales, humanidades y ciencias naturales
Innovación en estudios interdisciplinarios y aplicaciones prácticas
Colaboraciones internacionales y nacionales
Desarrollo de programas de investigación avanzada
Participación activa en la comunidad local
Fomento de la cultura y el arte a través de proyectos académicos
Integración de aspectos culturales en el currículo académico
Participación en eventos culturales y actividades comunitarias
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Colaboración con instituciones culturales para exposiciones y eventos",
2023,Colombia,Universidad del Sinú,Marco+Intercambio,marzo - 2027,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/Convenio547.pdf,Universidad Nacional de Colombia,,Español,"Investigación en ciencias naturales, sociales, e ingeniería
Innovación en tecnología, biotecnología y ciencias aplicadas
Colaboraciones nacionales e internacionales
Desarrollo de programas de formación profesional y técnica
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos locales
Colaboración con instituciones culturales y sociales para proyectos educativos y de investigación
Promoción de la identidad regional y el patrimonio cultural a través de la educación y la investigación",https://www.unisinu.edu.co/internacionalizacion/
2023,Colombia,Corporación Desarrollo Solidario - CDS,Prácticas y Pasantías,marzo - 2028,Vigente,http://www.dre.unal.edu.co/uploads/tx_unalori/Convenio191.pdf,Facultad de Ciencias Humanas,,Español,"Investigación en ciencias aplicadas y tecnología
Innovación en ciencias sociales y humanidades
Colaboraciones internacionales y con la industria
Desarrollo de soluciones tecnológicas y científicas avanzadas
Fomento de la educación interdisciplinaria
Participación activa en la comunidad local
Desarrollo de proyectos culturales y artísticos
Integración de aspectos culturales en el currículo académico
Participación en eventos culturales y actividades comunitarias
Fomento de la expresión artística y creatividad en el ámbito académico
Colaboración con instituciones culturales y comunitarias para proyectos educativos
Educación integral que incluye aspectos culturales y sociales",
2023,España,Universidad Autónoma de Madrid - UAM,Estancia de investigación,junio - 2023,No Vigente,https://drive.google.com/file/d/13mhPSVBUoUVCy3o8p9jpw5L7SpPqLvPI/view?usp=sharing,Departamento de Psicología,,Español,"Investigación en ciencias sociales, naturales y humanas
Innovación en tecnología, agricultura y desarrollo regional
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos locales
Colaboración con instituciones culturales y sociales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio regional a través de la educación y la investigación",
2023,Colombia,Instituto para las Neurociencias y la Salud - IN&S,Prácticas y Pasantías,marzo - 2028,Vigente,https://drive.google.com/file/d/154nD5MmvjX7tzSGQVBIO47nqTND6NXj0/view?usp=sharing,Facultad de Ciencias Humanas,,Español,"Investigación en ciencias naturales, sociales y humanidades
Innovación en tecnología y aplicaciones prácticas
Colaboraciones nacionales e internacionales
Desarrollo de soluciones interdisciplinarias y tecnológicas
Participación activa en la comunidad local
Fomento de la cultura y el arte a través de proyectos académicos
Integración de aspectos culturales en el currículo académico
Participación en eventos culturales y actividades comunitarias
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Colaboración con instituciones culturales para eventos y exposiciones",
2023,Colombia,Observatorio de Derechos Territoriales de los Pueblos Indígenas de la Secretaría Técnica Indígena de la Comisión Nacional de Territorios Indígenas - CNTI,Marco,marzo - 2028,Vigente,https://drive.google.com/file/d/1YuacESAEmH0GktOYBX6193wt8zkL53Ss/view?usp=sharing,Facultad de Ciencias Humanas,,Español,"Investigación interdisciplinaria en ciencias naturales, sociales y humanidades
Innovación en tecnología, ingeniería y ciencias aplicadas
Colaboraciones nacionales e internacionales
Desarrollo de proyectos de investigación aplicada
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de iniciativas académicas
Integración de aspectos culturales en el currículo académico
Participación en eventos culturales y actividades comunitarias
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Colaboración con instituciones culturales para eventos y exposiciones
Fomento del diálogo interdisciplinario y la cooperación entre diferentes campos del conocimiento",
2023,España,Universidad de Las Palmas de Gran Canaria - ULPGC,Intercambio,marzo - 2027,Vigente,https://drive.google.com/file/d/10QbA77fsBSLhHyWvBJdr8HYUr-dohGv4/view?usp=sharing,Universidad Nacional de Colombia,,Español,"Investigación en ciencias aplicadas, sociales y humanas
Innovación en tecnología, ingeniería y artes
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad regional y el patrimonio cultural a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",https://internacional.ulpgc.es/movilidad-incoming/estudiantes-incoming/
2023,Rusia,Lipetsk State Pedagogical P. Semenov-Tyan-Shansky University,Marco+Intercambio,marzo - 2028,Vigente,https://drive.google.com/file/d/1mm9a8Nv6JCVgrZGiNqbWq2I5KP9ZqhOG/view?usp=sharing,Universidad Nacional de Colombia,,Ruso,"Investigación en ciencias naturales, ingeniería y medicina
Innovación en tecnología de la información y ciencias aplicadas
Colaboraciones internacionales y con la industria
Desarrollo de proyectos de investigación avanzada y aplicada
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de iniciativas académicas
Integración de aspectos culturales en el currículo académico
Participación en eventos culturales y actividades comunitarias
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Colaboración con instituciones culturales para eventos y exposiciones",https://lspu-lipetsk.ru/modules.php?name=lgpu_international
2023,Corea del Sur,Korea Foundation,Cooperación académica,julio - 2025,Vigente,https://drive.google.com/file/d/1GpBIsJ-BpYhzPSPOh0SLMMYOEWnKkdvB/view?usp=sharing,Universidad Nacional de Colombia,,Coreano Inglés,"Investigación en ciencias sociales, humanas, naturales y tecnología
Innovación en educación y desarrollo regional
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",
2023,Colombia,Universidad de Los Andes,Marco+Intercambio,abril - 2027,Vigente,https://drive.google.com/file/d/1yRl-bkv6OFijRscCzoJ2geGtZFENdD8m/view?usp=sharing,Universidad Nacional de Colombia,,Español,"Investigación en ciencias sociales, humanas, naturales, ingeniería y tecnología
Innovación en áreas como salud, tecnología y desarrollo urbano
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales en investigación y educación
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas, exposiciones y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales, sociales y ambientales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",https://internacionalizacion.uniandes.edu.co/#
2023,India, Lovely Professional University - LPU,Marco+Intercambio,abril - 2028,Vigente,https://drive.google.com/file/d/1hxe99TEx3122KefY_9o-h7W7eWbuI5-T/view?usp=sharing,Universidad Nacional de Colombia,,Hindú inglés,"Investigación en ciencias sociales, naturales, ingenierías, y salud
Innovación en áreas como biomedicina, tecnología, agricultura y sostenibilidad
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales en investigación y educación
Participación activa en la comunidad local, regional y global
Fomento de la cultura y el arte a través de actividades académicas, exposiciones y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales, sociales y ambientales
Participación en exposiciones culturales y eventos artísticos locales e internacionales
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario
Actividades de extensión que involucran a la comunidad en proyectos educativos y culturales",https://www.lpu.in/international-opportunities.php
2015,Colombia,Centro Colombo Americano,Prácticas y pasantías,noviembre - 2020,No Vigente,https://drive.google.com/file/d/18OtdqrI1PptvUlTE33sdOSkMjYoukeQ6/view,Facultad de Ciencias Humanas,,Español inglés,,
2023,Colombia,Corporación Inti-Tekoa,Marco,mayo - 2028,Vigente,https://drive.google.com/file/d/1yzDcy26Y9zLorfsCeOIauYdy8YZgHcO1/view?usp=sharing,Facultad de Ciencias Humanas,,Español,"Investigación en ciencias naturales, sociales y humanidades
Innovación en tecnología, ciencias aplicadas y artes
Fomento de la investigación interdisciplinaria y aplicada
Colaboraciones nacionales e internacionales
Desarrollo de programas de educación superior y técnica
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales y sociales para proyectos educativos y de investigación",
2023,Colombia,ANALÍTICA Asociación de Psicoanálisis de Bogotá,Marco,mayo - 2028,Vigente,https://drive.google.com/file/d/15iSWCB1TjxthvVIjMlFnfXMuzHy_iWPv/view?usp=sharing,Facultad de Ciencias Humanas,,Español,"Investigación en ciencias naturales, sociales y tecnológicas
Innovación en agricultura, ganadería y desarrollo regional
Colaboraciones nacionales e internacionales
Desarrollo de programas de formación profesional y técnica
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos locales
Colaboración con instituciones culturales y sociales para proyectos educativos y de investigación
Fomento de la identidad regional y el patrimonio cultural a través de la educación y la investigación",
2023,Brasil, Unoeste,Marco+Intercambio,mayo - 2028,Vigente,https://drive.google.com/file/d/15e2MCN0LSoC6lDq2YW5xC0zTYwFMbEMM/view?usp=sharing,Universidad Nacional de Colombia,,Portugués,"Investigación en ciencias sociales, humanas y naturales
Innovación en estudios interdisciplinarios y aplicaciones prácticas
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de iniciativas académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos locales
Colaboración con instituciones culturales y sociales para proyectos educativos y de investigación
Promoción de la identidad cultural y la inclusión a través de actividades comunitarias y educativas",
2023,España,Universidad de Murcia,Erasmus +,julio - 2025,Vigente,https://drive.google.com/file/d/16x-D7IIAvTkVQI1rm3ICHOzeDIfeQNdZ/view?usp=sharing,,,Español,,
2023,Ecuador,Universidad UTE,Intercambio,mayo - 2028,Vigente,https://drive.google.com/file/d/16nBlz-v87Ah8PbTBpw2E1IyYttjzZ9YS/view?usp=sharing,Universidad Nacional de Colombia,,Español,,
2023,Francia,Université Sorbonne Nouvelle - Paris 3,Codirección de tesis,mayo - 2026,Vigente,https://drive.google.com/file/d/15aOOOMW46aLGI9F12izEAueTXO4f7MPV/view?usp=sharing,Departamento de Antropología,,Francés español,"Investigación en ciencias naturales, sociales, y empresariales
Innovación en tecnología, educación y ciencias de la salud
Colaboraciones internacionales y con la industria
Desarrollo de programas de formación profesional y técnica
Participación activa en la comunidad local y global
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la diversidad cultural y la inclusión a través de la educación y la investigación
",
2023,Colombia,Corporación Colectivo Sociojurídico Orlando Fals Borda,Prácticas y pasantías,mayo - 2028,Vigente,https://drive.google.com/file/d/15ZozwAA-iaiFP5K2IE8l7E4cto3T6Xhe/view?usp=sharing,Facultad de Ciencias Humanas,,Español,"Investigación en ciencias sociales, humanas, naturales y médicas
Innovación en tecnología, ingeniería y ciencias aplicadas
Desarrollo de programas de formación profesional y técnica
Colaboraciones internacionales y con la industria
Fomento de la educación integral y formación ética
Participación activa en la comunidad local y global
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la diversidad cultural y la inclusión a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",
2023,Colombia,Corporación Infancia y Desarrollo - La CID,Prácticas y pasantías,junio - 2028,Vigente,https://drive.google.com/file/d/11tS2c3ssRgUuxQ5u8owLe2OFskqIZ_zc/view?usp=sharing,Facultad de Ciencias Humanas,,Español,,
2023,México,Benemérita Universidad Autónoma de Puebla - BUAP,Marco+Intercambio,junio - 2027,Vigente,https://drive.google.com/file/d/12ZAgc46HJXD_H0a6ca98PrV44y7YOhAz/view?usp=sharing,Universidad Nacional de Colombia,,Español,"Investigación en ciencias sociales, humanas y naturales
Innovación en tecnología y ciencias aplicadas
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",
2023,Francia,Université Paris 1 Panthéon-Sorbonne,Marco,junio - 2028,Vigente,https://drive.google.com/file/d/15JrzaGF5SCa_0oVQYZ6Ty8fJ-CnQan6l/view?usp=sharing,Universidad Nacional de Colombia,,Francés,"Investigación en ciencias sociales, humanas, y naturales
Innovación en tecnología, educación y desarrollo comunitario
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",
2023,Francia,Université Paris 1 Panthéon-Sorbonne,Intercambio,junio - 2028,Vigente,https://drive.google.com/file/d/15R6R475SckJIrobaZpIVrdZpUTl7X1dR/view?usp=sharing,Facultad de Ciencias Humanas y Ciencias Económicas - Sede Bogotá,,Francés,"Investigación en ciencias sociales, humanas, y naturales
Innovación en tecnología, educación y salud
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",
2023,España,Universidad de Valladolid - UVa,Marco,marzo - 2027,Vigente,https://drive.google.com/file/d/14nONRNcpKN-asXBIVKCDOqrsrND3FQPe/view?usp=sharing,Universidad Nacional de Colombia,,Español,"Investigación en ciencias sociales, humanas, naturales y tecnológicas
Innovación en educación, salud y desarrollo regional
Desarrollo de programas de formación profesional y técnica
Colaboraciones nacionales e internacionales
Participación activa en la comunidad local y regional
Fomento de la cultura y el arte a través de actividades académicas y eventos
Integración de aspectos culturales y sociales en el currículo académico
Desarrollo de proyectos artísticos y creativos en colaboración con la comunidad
Educación integral que aborda temas culturales y sociales
Participación en exposiciones culturales y eventos artísticos
Colaboración con instituciones culturales para proyectos educativos y de investigación
Promoción de la identidad cultural y el patrimonio a través de la educación y la investigación
Iniciativas en sostenibilidad y desarrollo comunitario",
2023,México,Escuela Normal de Atlacomulco,Marco+Intercambio,,Vigente,,,,Español,,
